Textbox16,ACTUAL_SHIP_DATE_TIME,warehouse,SHIPPING_LOAD_NUM,CUSTOMER,store,ERP_order,AISLE,PARENT_CONTAINER_ID,item,ITEM_DESC,coef,pck,pcs,total_piece,total_kg,LOT
151,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000101062_1,EMERON HAIR VIT HIJAB CLEAN FRESH 6S_1C12P,48,0,2,2,0,11042029
152,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000119005_1,INDOFOOD RACIK AYAM GORENG REMPAH30G_1C100P,100,0,1,1,0,24062027
153,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,15,00004000000053111768,0000000130285_1,INDOMILK MELON 190ML BTL_1C24P,24,0,4,4,0,28022027
154,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000134407_1,BESTWOK MI GORENG KOREAN SPICY CHEESE 73GR_1C20P,20,0,5,5,0,12042027
155,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112208,0000000135330_1,SUN BUBUR SEREAL BROKOLI N WORTEL 120G_1C24P,24,0,1,1,0,14052028
156,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000140676_1,MARINA UV WHT HBL BRIGHTNFRESH 92ML,48,0,1,1,0,08032029
157,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000141374_1,GUDANG GARAM SURYA 12_1B10P,10,0,1,1,0,19012027
158,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112475,0000000141735_1,LAURIER SC SPR MAXI 10,48,0,2,2,0,20062029
159,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000143100_1,SWALLOW GLOBE AGAR COKLAT 7 GR_1B12P,288,0,1,1,0,04042029
160,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112475,0000000144185_1,LAURIER SC SUPERMWING30,24,0,3,3,0,08042029
161,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112437,0000000144916_1,ABC ALK ALKALINE MILP LR 6AA 4S,72,0,1,1,0,01062031
162,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000144967_1,ASTOR COKLAT 40G _1C36P,36,0,2,2,0,12062027
163,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112208,0000000145751_1,BUAVITA MANGO TBA 245ML_1C24P_20082313,24,0,6,6,0,19082027
164,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000145648_1,WONHAE GUMMY CHOCO TRUFFLE 35G_1C72P,72,0,2,2,0,04052027
165,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112208,0000000146223_1,BUAVITA APPLE TBA 245ML_1C24P_20082312,24,0,2,2,0,16082027
166,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,31,00004000000053112369,0000000146408_1,ULTRA FULL CREAM 1 LT_1C12P,12,3,0,36,0,11042027
167,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000146417_1,INTRA JAHE WANGI 10X15G_1C20P,20,0,2,2,0,11052028
168,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000148492_1,LAFONTE SPAGHETTI 450 GR_1C20P,20,0,1,1,0,15062028
169,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000148812_1,CUSSONS SOAP SOFT SMOOTH 85GR,72,0,2,2,0,01062029
170,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000150829_1,INDOSARI SALE SANDI PANJANG,1,0,2,2,0,30122026
171,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000156413_1,CHITATO SAPI PANGGANG 35GR_1C40P,40,0,2,2,0,03032027
172,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,09,00004000000053111935,0000000157230_1,PASTI HEMAT TRAVEL PACK 70S BANDED_1C64P,64,0,2,2,0,12122029
173,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112307,0000000158472_1,INDOMIE JAPANESE TORI KARA RAMEN 89GR_1C20P,20,0,5,5,0,25012027
174,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000158783_1,TARO SEAWEED 32GR_1C36P,36,0,4,4,0,25062027
175,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,26,00004000000053112277,0000000164799_1,HYDRO COCO 250ML_1C24P,24,0,12,12,0,30062027
176,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000168271_1,GLAD2GLOW BLUEBERRY CERAMIDE BARRIER RPR MOIST 30G,1,0,1,1,0,
177,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,15,00004000000053111768,0000000171849_1,YOU C1000 LEMON WATER 500ML_1C24P,24,0,12,12,0,01042027
178,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,15,00004000000053111768,0000000173182_1,SPRITE ZERO PET 1000 ML_1C12P,12,1,0,12,0,31032027
179,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000175223_1,SASA TEPUNG BUMBU KENTUCKY 70GR_1C120P,120,0,1,1,0,01102027
180,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000178608_1,YOA SELAI COKLAT 150GR_1C36P,36,0,2,2,0,12092027
181,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000181259_1,SUPERBUBUR AYAM CUP_1C24P,24,0,1,1,0,01032027
182,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000182033_1,SUTRA MERAH 3S_YM,576,0,1,1,0,10102030
183,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000183875_1,SEDAAP BUMBU KALDU AYAM 100G_1C36P,36,0,2,2,0,01062027
184,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,28,00004000000053112321,0000000184728_1,SPRITE PET 1000 ML_1C12P,12,1,0,12,0,31012027
185,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000187625_1,MINTZ CHEWY DOUBLEMINT 125GR_1C24P,24,0,1,1,0,12052028
186,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000196822_1,FOGO STELLA PENGHARUM LEMARI FRESH 30GR,72,0,1,1,0,12022028
187,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,14,00004000000053112048,0000000200391_1,RINSO POW DET JAPANESE PEACH 1.44KG_1C6P_64376604,1,0,1,1,0,
188,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000000720_1,CHOKICHOKI ROCKETZ SURPRISE 24G_1C36P,36,0,2,2,0,07072027
189,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000004541_1,GIV BS BENGKOANG N YOGHURT 3X100G,24,0,1,1,0,
190,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,16,00004000000053112062,0000000004917_1,JET Z CHOCO FIESTA 65GR_1C30P,30,0,1,1,0,12122026
191,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112208,0000000006479_1,MILNA NATURE PUFFS ORGANIC CHEESE 15G_1C24P,24,0,1,1,0,12032027
192,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112482,0000000012865_1,CHARM PL COOLING FRESH 32SSYM,36,0,1,1,0,
193,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000022906_1,MY BABY WASH NOURISH SMOOTH REF 400ML,12,0,1,1,0,
194,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,19,00004000000053112123,0000000030616_1,CHIL GO 1 MADU 270G_1C12P,12,0,1,1,0,25112027
195,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112376,0000000049917_1,ICHITAN BROWN SUGAR MILK 300ML_IC24P,24,0,2,2,0,17052027
196,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,17,00004000000053112093,0000000055801_1,MAXICORN NACHO CHEESE 140G_1C20P,20,0,2,2,0,08022027
197,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,11,00004000000053111980,0000000087658_1,EKONOMI PP SEREH REF 650ML,12,0,1,1,0,12072028
198,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112376,0000000094184_1,SCHWEPPES BOTANICAL CAN 250ML_1C24P,24,0,2,2,0,31072027
199,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,14,00004000000053112048,0000000101559_1,SO KLIN LANTAI CITRUS GARDEN PCH 700ML,12,0,1,1,0,15072028
200,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,17,00004000000053112093,0000000104052_1,OISHI POPCORN MENTEGA BELGIA DGN KEJU 100G_1C20P,20,0,2,2,0,12062027
201,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,11,00004000000053111980,0000000126319_1,GENTLE GEN MORNING BREEZE POUCH 360ML,12,0,1,1,0,12052028
202,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000126867_1,EMERON LOVELY NATURAL HONEY AVOCADO 400ML 1C12,12,0,3,3,0,11072029
203,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,20,00004000000053112147,0000000127666_1,MILNA BISCUIT 6PLUS APEL ORANGE 65G_1C48P,48,0,1,1,0,21102027
204,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112475,0000000128448_1,SOS LANTAI MAGIC LAVENDER REF 500ML,12,0,1,1,0,12062028
205,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000132812_1,SUN BISCUIT MARIE 150 GR_1C24P,24,0,2,2,0,12042028
206,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,04,00004000000053111843,0000000132980_1,BAYGON AEROSOL CITRUS FRESH 600ML _1C12P,12,0,1,1,0,01052030
207,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000133365_1,SUN BUBUR SEREAL AYAM KAMPUNG N BAYAM 120G_1C24P,24,0,1,1,0,14042028
208,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000133473_1,DORA RACUN TIKUS 50GR _1C36P_YM,36,0,1,1,0,01062028
209,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000135413_1,BASRENG SEUHAH PEDAS 175GR_1C15P_YM,1,0,1,1,0,13122026
210,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000135488_1,ABC SARDEN TOMATO 155 GR_1C60P,60,0,1,1,0,15062028
211,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000143837_1,MITU BABY WIPES FRESH N CLEAN PINK 24S_1C36P_YM,36,0,1,1,0,01062028
212,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,21,00004000000053112161,0000000144994_1,RITZ CRAKERS 100GR_1C24P,24,0,2,2,0,05062027
213,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000146213_1,INDOFOOD SAMBAL BANGKOK 135ML_1C48P HCO,48,0,1,1,0,12102027
214,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,04,00004000000053111843,0000000146769_1,HIT AEROSOL JAPANESE SAKURA 400ML_1C12P,12,0,1,1,0,01062029
215,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000146786_1,LANG KAYU PUTIH 120ML_1B12P,144,0,2,2,0,12052031
216,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000146895_1,SAORI SAUS TIRAM 270ML_1C12P,12,0,1,1,0,04072027
217,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,28,00004000000053112321,0000000147026_1,SAFARI 100GR POLOS_1C120P,120,0,4,4,0,13092027
218,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000147032_1,SAFARI 100GR WARNA_1C120P,120,0,4,4,0,06092027
219,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000147509_1,KOBE BUMBU ADUK NASI KUNING3X15G_1C40,40,0,1,1,0,06102027
220,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000151738_1,MASAKO SAPI 100GR_1C48P,48,0,2,2,0,04062027
221,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000152062_1,ABC TERASI UDANG 20X3.8GR_1C36P,36,0,1,1,0,26022028
222,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000157882_1,GILLETTE BLUE2 PLUS SINGLE 1S_YM,576,0,2,2,0,06012029
223,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000175220_1,SASA TEPUNG BUMBU HOTSPICY 200GR_1C24P,24,0,1,1,0,12102027
224,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,15,00004000000053111768,0000000184727_1,COCA COLA PET 1000 ML_1C12P,12,2,0,24,0,31012027
225,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,09,00004000000053111935,0000000187279_1,SELECTION SPECIAL TPS175S,72,0,1,1,0,11072031
226,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,19,00004000000053112123,0000000188467_1,SUN BISKUIT MARIE KEJU ROLL 80G_1C40P,40,0,1,1,0,23042028
227,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000189944_1,VAPE ONE PUSH ORANGE 10ML 30 HARI _1C12P,12,0,3,3,0,06062029
228,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112291,0000000194101_1,WOW SPAGETI CARBONARA 88GR_1C40P,40,0,20,20,0,20022027
229,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,40,00004000000053112451,0000000198556_1,CIMORY YOGURT BITES STRAWBERRY 120GR C24,24,0,12,12,0,12102026
230,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112215,0000000239626_1,INDOMILK KIDS YOGURT BANANABERRY 70GR C24,24,0,1,1,0,12022027
231,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,20,00004000000053112147,0000000240866_1,PROMINA MELTY BUNS ORIGINAL 42G_1C24P,24,0,1,1,0,04022027
232,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112208,0000000249182_1,CIMORY UHT MILK MATCHA 250ML_1C24P,24,0,2,2,0,18032027
233,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000263285_1,KORNETKU CORNED BEEF SCH 72X50 GR_YM,1,0,1,1,0,11122027
234,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000282857_1,KODOMO SIKAT GIGI SOFT REGULAR 1S,72,0,2,2,0,22062029
235,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000143175_1,BABY HUKI COTTON BUD ADULT 100S,30,0,1,1,0,08022029
236,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000143967_1,CASABLANCA HOMME BM BLUE AMBITIOUS 100ML_YM,72,0,1,1,0,12052030
237,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000146210_1,HANSAPLAST KAIN ELASTIS 10S_1B30P,180,0,1,1,0,30032029
238,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000151386_1,DJARUM SUPER 12_1B10P,200,0,10,10,0,10092027
239,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000151991_1,ANTANGIN JRG BOX 5X15ML,60,0,1,1,0,04042028
240,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000152383_1,KAHF MEN FF OIL AND ACNE CARE 50ML,35,0,1,1,0,20032029
241,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,22,00004000000053112192,0000000154108_1,BANGO KECAP MANIS 135ML OR 189GR_1C48P_62010012,48,0,3,3,0,22062028
242,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000155594_1,VIVA FACE TONIC LEMON 100ML _1C36P,36,0,1,1,0,01052029
243,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000156303_1,GARNIER FF LIGHT COMPLETE 50ML _1C24P,24,0,1,1,0,01042029
244,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000160722_1,DUA TANG LOSINAN HIJAU 9GR_1C100P,100,0,1,1,0,10042027
245,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000163676_1,RICHOCO WAFER KREM COK KEJU 75G _1C36P,36,0,4,4,0,07052027
246,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000178920_1,SILVER QUEEN BITES ALMOND 30G_1B12P,12,0,2,2,0,10092027
247,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000180393_1,STREPSILS VITAMIN C 20.8G_1C12P,12,0,1,1,0,13032029
248,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000184111_1,POSH RO WOMAN HIJAB REFRESHING COOL 50ML 1C24,24,0,1,1,0,23052029
249,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000189317_1,FORMULA PG STRONG PROTECTOR 160GR_1C48P,48,0,2,2,0,02022029
250,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,28,00004000000053112321,0000000191657_1,INDOMILK KENTAL MANIS CHOCO POUCH 260G_1C24P,24,0,2,2,0,28062027
251,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,28,00004000000053112314,0000000191658_1,INDOMILK KENTAL MANIS POUCH 260G_1C24P,24,0,6,6,0,28042027
252,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000193655_1,IMPLORA SHEET MASK MOISTURIZING BLUEBERRY_25GR,12,0,1,1,0,
253,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112291,0000000205318_1,INDOMIE PREMIUM COLLECTION FIERY CHIKEN 94GR_1C20P,20,0,3,3,0,02032027
254,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000209462_1,KUSUKA UBI MIX HONEY 40G_1C20P,20,0,4,4,0,15072027
255,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,09,00004000000053111935,0000000211491_1,MAKUKU COMFORT FIT PANTS SJ L54 1C4P,4,0,1,1,0,
256,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112253,0000000226653_1,ALAMII PUFFS STRAWBERRY MILK 15G_1C24P,24,0,2,2,0,25122026
257,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000227743_1,CHIKI TWIST DOUBLE CHEESE 70GR_1C30P,30,0,1,1,0,26112026
258,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000281352_1,PUDDING RASA COKLAT 145GR_1C36P,36,0,1,1,0,27042028
259,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112406,0000000291046_1,SPRITE NIPIS MINT PET 390 ML_1C12P,12,0,1,1,0,31012027
260,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000291321_1,VEET HR NORMAL SKIN PINK 25 GR,144,0,1,1,0,01032028
261,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112390,0000000295929_1,DUMDUM ROYAL MILK TEA 330ML_YM,12,0,3,3,0,08052027
262,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000302886_1,LOTTE XYLITOL BLUEBERRY MINT 26.1G_1C6B_1B12P,72,0,1,1,0,09092027
263,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112253,0000000375980_1,BEBELOVE 6_12 775G TIN_1C12P_YM,12,0,1,1,0,21042029
264,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,29,00004000000053112338,0000000377935_1,LUWAK SC WHITE COFFE 20X9S_1C20P,20,0,4,4,0,12122027
265,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112307,0000000413600_1,SARIMI ISI 2 GORENG AYAM KECAP 126G_1C24P,24,0,9,9,0,04032027
266,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112253,0000000536514_1,PROCHIZ SLICE 5S_1C48P,48,0,1,1,0,12032027
267,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,10,00004000000053111966,0000000648838_1,PASEO FACIAL TISSUE SMART 250S_1C40P,40,0,1,1,0,08062029
268,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000652452_1,FORMULA SG SPARKLING WHITE SOFT 1S_1C72P,1,0,2,2,0,12062029
269,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000652693_1,NIVEA BODY SERUM EXTRA WHT REPAIRNPROTECT 70ML,48,0,1,1,0,01042029
270,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112406,0000000677764_1,ULTRA TEH KOTAK LESS SUGAR 300 ML_1C24P,24,0,1,1,0,01072027
271,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,17,00004000000053112093,0000000724392_1,OISHI PILLOW UBI 100G_1C20P,20,0,2,2,0,05072027
272,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,17,00004000000053112093,0000000780440_1,TARO NET SEAWEED 62 GR_1C30P,30,0,4,4,0,19062027
273,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000782764_1,TOLAK ANGIN BEBAS GULA 15ML_1B6P,180,0,5,5,0,04042028
274,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000797990_1,MAKARIZO SH KIWI 170ML_1C12P,12,0,1,1,0,12052029
275,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,07,00004000000053111898,0000000941486_1,HAPPY NAPPY SMART PANTS M32 1C8P_YM,8,0,2,2,0,18042029
276,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000961860_1,ROMA MALKIST KRIM KEJU 90G_1C30P,30,0,5,5,0,07072027
277,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,15,00004000000053111768,0000000982494_1,MIZONE ACTIV LYCHEE LEMON 500ML_1C12P,12,0,1,1,0,04072027
278,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112291,0000001005062_1,SEDAAP MIE GORENG KOREAN SPICY CHICKEN 87G_1C40P,40,0,5,5,0,18022027
279,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000138329_1,HAPPYDENT WHITE 14G_1B15P_826991,120,0,3,3,0,12122027
280,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,21,00004000000053112161,0000000138537_1,NISSIN BUTTER COCONUT 200G _1C24P,24,0,1,1,0,21062027
281,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000140748_1,SWALLOW GLOBE AGAR PUTIH 7 GR_1B12P,288,0,2,2,0,12052029
282,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000141758_1,234 SUPER PREMIUM REFILL 12_1B10P,100,0,10,10,0,12062027
283,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000143423_1,VIVA AIR MAWAR 100ML _1C36P,36,0,1,1,0,12062029
284,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000144048_1,KOBE BUMBU NASI UDUK 3X15G_1C40P,40,0,1,1,0,23082027
285,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,33,00004000000053112413,0000000145904_1,CAP BADAK STRAWBERRY CAN 320ML_1C24P,24,0,3,3,0,12062028
286,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,26,00004000000053112277,0000000146434_1,ULTRA STRAWBERRY 250 ML_1C24P,24,0,4,4,0,11042027
287,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112406,0000000146481_1,CAP BADAK LYCHEE CAN 320ML_1C24P,24,0,4,4,0,19062028
288,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112475,0000000148273_1,GENTLE GEN FRENCH PEONY POUCH 360ML,12,0,2,2,0,05052028
289,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112406,0000000148601_1,ABC KACANG HIJAU TBA 250ML_1C24P,24,0,3,3,0,17082027
290,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000149571_1,BODREX 2X10S_1B12P,600,0,1,1,0,05052031
291,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,26,00004000000053112277,0000000151147_1,BUAVITA LYCHEE TBA 245ML_1C24P_20082207,24,0,2,2,0,18082027
292,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000151967_1,SANGOBION 10S_1B15P,375,0,1,1,0,11112027
293,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000152051_1,TOLAK ANGIN CAIR MADU 15ML_1B12P,360,0,24,24,0,12122027
294,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000152385_1,KAHF MEN FF SKIN ENERGIZING 50ML,35,0,1,1,0,01072029
295,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000153441_1,EVANGELINE EDP BLACK OPI 100ML,12,0,1,1,0,01042031
296,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,22,00004000000053112192,0000000154100_1,BANGO KECAP MANIS  BIA 275ML_385G_1C24P_20066269,24,0,1,1,0,16062028
297,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,22,00004000000053112192,0000000158189_1,INDOFOOD SAMBAL PEDAS 275ML_1C24P HCO,24,0,1,1,0,24112027
298,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000158629_1,ELLIPS HAIR VIT HAIR TREATMENT 6S_1C72P,72,0,1,1,0,08062029
299,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,28,00004000000053112314,0000000160542_1,FRISIAN FLAG KENTAL MANIS COKLTSACH 6X40G_1C20P,20,0,1,1,0,01042027
300,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,10,00004000000053111966,0000000165319_1,CHARM SAFE NIGHT GATHERS 42CM 8S _1C30P,30,0,2,2,0,08022029
301,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000167412_1,PONDS FF BRIGHTBEAUTYSERUM100G_1C24P_68494545,24,0,2,2,0,08052028
302,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112437,0000000206677_1,WHISKAS MACKEREL 80GR 1C28P,28,0,3,3,0,06042028
303,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000209115_1,GLADE GEL BATHROOM LAVENDER MIST 75GR _1C24P,24,0,1,1,0,12062029
