Textbox16,ACTUAL_SHIP_DATE_TIME,warehouse,SHIPPING_LOAD_NUM,CUSTOMER,store,ERP_order,AISLE,PARENT_CONTAINER_ID,item,ITEM_DESC,coef,pck,pcs,total_piece,total_kg,LOT
503,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,12,00004000000053111485,0000000943901_1,STELLA GEL BATHROOM POCKET BLUE 10GR _1C72P,72,0,1,1,0,12062028
504,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,18,00004000000053111614,0000000963911_1,CHITATO SAPI PANGGANG 115 GR_1C18P,18,0,3,3,0,03032027
505,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,06,00004000000053111379,0000000966754_1,CHARM EXT COMF COOLING FRESH 23CM W16S _1C24PS,24,0,1,1,0,20062029
506,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,26,00004000000053111836,0000000998652_1,FRISIAN FLAG UHT OMEGA PLAIN 110ML_1C36P,36,0,2,2,0,01122026
507,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,40,00004000000053112130,0000001002199_1,KANZLER SINGLES CHESEE 60GR 1S C120,120,0,12,12,0,18122026
508,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,12,00004000000053111485,0000001009053_1,ANTIS SPRAY JAMINE TEA 55ML,144,0,2,2,0,12032029
509,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000001012451_1,POSH HIJAB BODY SPRAY PURPLE WISH 150ML _1C12P,12,0,2,2,0,12042029
510,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,23,00004000000053111744,0000001026304_1,CIMORY UHT FULL CREAM 250 ML_1C24P,24,0,1,1,0,28032027
511,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000000887460_1,EMERON HAIR VIT SOFT N SMOOTH 6S_1C12P,48,0,1,1,0,27062029
512,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,22,00004000000053111706,0000000921146_1,SASA SANTAN CAIR 65 ML_1C32P,32,0,8,8,0,27082027
513,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000921224_1,BENG BENG SHARE IT POUCH 10X8G_1C16P,16,0,1,1,0,01052027
514,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000949642_1,MARINA UV WHT HBL E COLLAGEN ASTA 185ML,48,0,1,1,0,01012029
515,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,19,00004000000053111621,0000000964351_1,PROMINA PUFF STRWBERRY APPLE 15G_1C24P,24,0,1,1,0,26122026
516,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,42,00004000000053112178,0000000967943_1,HIT ELECTRIC LIQUID GK EXPRESS REFILL FRESH 35ML,144,0,1,1,0,04042029
517,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000968326_1,DERMA ANGEL ACNE PATCH NIGHT 6S,1,0,1,1,0,01102030
518,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,06,00004000000053111379,0000001000887_1,MAMY POKO TIDAK GEMBUNG M30 1C6P,6,0,1,1,0,01062029
519,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,29,00004000000053111942,0000001007987_1,GAGA 100 EXTRAPEDASGORENG JALAPENOCUP75G_1C24P_XXX,24,0,3,3,0,12032027
520,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,15,00004000000053111256,0000001017656_1,ICHITAN THAI MILK GREEN TEA 300 ML_1C24P,24,0,3,3,0,16042027
521,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000254771_1,CAMEL OPTION PURPLE 16_YM,1,0,2,2,0,19062027
522,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111799,0000000273459_1,SERENA BRONIZ CHOCO CHIPS 75G_1C30P,30,0,2,2,0,13052027
523,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,41,00004000000053112154,0000000279045_1,PASTI HEMAT KACANG HIJAU YULEK 250GR M_1C12P,12,0,1,1,0,05072027
524,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000000281353_1,PUDDING RASA MANGGA 130GR_1C36P,36,0,1,1,0,12052028
525,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,29,00004000000053111942,0000000284072_1,SEDAAP RAMEN YES GORENG TOKYO CHICKEN 84GR_1C40P,40,0,5,5,0,26102026
526,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,34,00004000000053112086,0000000290550_1,KENMASTER STEKER L 009 SNI,1,0,1,1,0,
527,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,19,00004000000053111621,0000000375977_1,BEBELOVE 0_6 350G BOX_1C24P,24,0,1,1,0,14092027
528,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,21,00004000000053111669,0000000413082_1,ROMA SARI GANDUM 240G_1C20P,20,0,1,1,0,01062027
529,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,21,00004000000053111669,0000000651622_1,MONDE BUTTER COOKIES 90G_1C24P,24,0,3,3,0,16052027
530,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,10,00004000000053111447,0000000672480_1,CHARM SAFE NIGHT 35CM 12S _1C24P,24,0,3,3,0,13052029
531,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,09,00004000000053111423,0000000736250_1,PASTI HEMAT FACIAL COTTTON EXCLUSIVE 100GR _1C48,48,0,6,6,0,13072031
532,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000000744902_1,GLICO PEJOY BELGIAN CHOCO 30G_1C60P,60,0,1,1,0,20072027
533,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,30,00004000000053111973,0000000749276_1,LE MINERALE 600ML_1C24P,24,2,0,48,0,01012028
534,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,33,00004000000053112055,0000000753909_1,HEMAVITON C1000 ORANGE CAN 330ML_1C24P,24,0,3,3,0,08082027
535,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000000776901_1,REXONA MEN RO INV DRY 45ML_1C24P_68732611,24,0,1,1,0,08062028
536,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000779761_1,MILKITA ASSORTED MILK CANDY 120G_1C20P,20,0,2,2,0,01092027
537,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,34,00004000000053112086,0000000784842_1,ME_O CAT FOOD TUNA POUCH 80GR_1C48P,48,0,1,1,0,25032028
538,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,28,00004000000053111904,0000000798685_1,SPRITE 390 ML_1C12P,12,0,4,4,0,31012027
539,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,28,00004000000053111904,0000000820991_1,FRISIAN FLAG KENTAL MANIS POUCH COKLT545G_1C24P,24,0,1,1,0,01032027
540,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,21,00004000000053111683,0000000882600_1,PROMINA PUFFS BLUEBERRY 15G,24,0,3,3,0,10122026
541,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,14,00004000000053111539,0000000883716_1,SO KLIN LIQ DET SOFTERGENT REF 1.6LT,6,0,2,2,0,15072028
542,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,32,00004000000053112017,0000000934457_1,ICHITAN THAI MILK TEA 300ML_1C24P,24,0,6,6,0,28052027
543,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000943288_1,GILLETTE VENUS SIMPLY3 ISI 2S,144,0,1,1,0,08042029
544,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000972136_1,PLOSSA PANASIN RED HOT 10ML_1B12P,72,0,1,1,0,01032028
545,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000001010809_1,MILO SEREAL BAR COKELAT 23.5G_1C12B16P,192,0,1,1,0,12062027
546,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000330690_1,SILVER QUEEN ROCKR 22G_1C24P,1,0,1,1,0,23082027
547,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000000382847_1,PEPSODENT SG DOUBLE CARE SENS S3S_1C24P_21182196,24,0,1,1,0,08012029
548,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,31,00004000000053111997,0000000412164_1,PUCUK HARUM TEA JASMINE 500 ML_1C12P,12,1,0,12,0,07072027
549,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,12,00004000000053111485,0000000490194_1,VAPE ONE PUSH LEMON 10ML 30 HARI _1C12P,12,0,1,1,0,06062029
550,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,42,00004000000053112178,0000000490958_1,SOFTEX DAUN SIRIH WING 23CM 10S 1C48,48,0,1,1,0,15062029
551,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,33,00004000000053112079,0000000662758_1,PERFECT ALKALINE WATER 500ML _1C24P,24,0,4,4,0,18042028
552,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,18,00004000000053111614,0000000675427_1,MAMASUKA RUMPUT LAUT PANGGANG 2X5G_1C40P,40,0,5,5,0,12062027
553,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,21,00004000000053111669,0000000678577_1,NYAM NYAM BUBBLE PUFF STRAWBERRY 18G_1C12B12P,144,0,2,2,0,12052027
554,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,29,00004000000053111942,0000000709031_1,SEDAAP MIE CUP MI KUAH RASA KARI SPC 85G_1C12P,12,0,5,5,0,19012027
555,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000730706_1,FORMULA SG SILVER PROTCTR RIPPLE PACK SOFT _1C72P,72,0,2,2,0,12062029
556,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,21,00004000000053111683,0000000740318_1,REBO KWACI MILK 120G_1C48P,48,0,1,1,0,10092027
557,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000775246_1,LANG EUCALYPTUS AROMATHERAPY LAVENDER 60ML_1B12P,144,0,1,1,0,08052030
558,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000797993_1,MAKARIZO SH ROYAL JELLY 170ML_1C12P,12,0,1,1,0,01062029
559,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,06,00004000000053111379,0000000807023_1,SOFTEX DAUN SIRIH 3 IN 1 16S _1C24P,24,0,3,3,0,03062029
560,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,16,00004000000053111577,0000000808967_1,MAITOS TORTILA JAGUNG BBQ 120G_1C16P,16,0,2,2,0,03052027
561,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,15,00004000000053111256,0000000857510_1,FRESTEA MARKISA 350 ML_1C12P,12,0,1,1,0,28032027
562,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,12,00004000000053111485,0000000867142_1,STELLA GEL BATHROOM POCKET PURPLE 10GR _1C72P,576,0,2,2,0,01012028
563,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,18,00004000000053111614,0000000896011_1,OISHI SPONGE CRUNCH STRAWBERRY 100 GR_1C20P,20,0,2,2,0,21062027
564,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000968327_1,DERMA ANGEL ACNE PATCH DAY 6S,1,0,2,2,0,27022031
565,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111799,0000000997512_1,HAPPYDENT COOL WHITE ASSORTED 25.2GR_1B12P,96,0,4,4,0,12122027
566,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,29,00004000000053111942,0000001012606_1,SEDAAP MIE CUP GRG KOREAN SPICY CHICKEN 81G_1C12P,12,0,6,6,0,25022027
567,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,16,00004000000053111577,0000001020346_1,CHIKI BALLS CHEEKY CHICKEN 55GR_1C30P,30,0,1,1,0,12122026

